Electoral District Number/Numéro de circonscription,Electoral District Name_English/Nom de circonscription_Anglais,Electoral District Name_French/Nom de circonscription_Français,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Void Poll Indicator/Indicateur de bureau supprimé,No Poll Held Indicator/Indicateur de bureau sans scrutin,Merge With/Fusionné avec,Rejected Ballots for Polling Station/Bulletins rejetés du bureau,Electors for Polling Station/Électeurs du bureau,Candidate's Family Name/Nom de famille du candidat,Candidate's Middle Name/Second prénom du candidat,Candidate's First Name/Prénom du candidat,Political Affiliation Name_English/Appartenance politique_Anglais,Political Affiliation Name_French/Appartenance politique_Français,Incumbent Indicator/Indicateur_Candidat sortant,Elected Candidate Indicator/Indicateur du candidat élu,Candidate Poll Votes Count/Votes du candidat pour le bureau
24010,Brome--Missisquoi","Brome--Missisquoi"," 1","Noyan",N,N,"",4,485,"Bogosta","","Christelle","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,21
24010,Brome--Missisquoi","Brome--Missisquoi"," 1","Noyan",N,N,"",4,485,"Brassard","","Pierre","Green Party","Parti Vert",N,N,12
24010,Brome--Missisquoi","Brome--Missisquoi"," 1","Noyan",N,N,"",4,485,"Marler","","David","Independent","Indépendant",N,N,4
24010,Brome--Missisquoi","Brome--Missisquoi"," 1","Noyan",N,N,"",4,485,"Ouellet","","Christian","Bloc Québécois","Bloc Québécois",Y,Y,89
24010,Brome--Missisquoi","Brome--Missisquoi"," 1","Noyan",N,N,"",4,485,"Paradis","","Denis","Liberal","Libéral",N,N,84
24010,Brome--Missisquoi","Brome--Missisquoi"," 1","Noyan",N,N,"",4,485,"Quinlan","","Mark","Conservative","Conservateur",N,N,52
24010,Brome--Missisquoi","Brome--Missisquoi"," 2A","Noyan",N,N,"",2,256,"Bogosta","","Christelle","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,14
24010,Brome--Missisquoi","Brome--Missisquoi"," 2A","Noyan",N,N,"",2,256,"Brassard","","Pierre","Green Party","Parti Vert",N,N,5
24010,Brome--Missisquoi","Brome--Missisquoi"," 2A","Noyan",N,N,"",2,256,"Marler","","David","Independent","Indépendant",N,N,1
24010,Brome--Missisquoi","Brome--Missisquoi"," 2A","Noyan",N,N,"",2,256,"Ouellet","","Christian","Bloc Québécois","Bloc Québécois",Y,Y,42
24010,Brome--Missisquoi","Brome--Missisquoi"," 2A","Noyan",N,N,"",2,256,"Paradis","","Denis","Liberal","Libéral",N,N,56
24010,Brome--Missisquoi","Brome--Missisquoi"," 2A","Noyan",N,N,"",2,256,"Quinlan","","Mark","Conservative","Conservateur",N,N,31
24010,Brome--Missisquoi","Brome--Missisquoi"," 2B","Noyan",N,N,"",6,274,"Bogosta","","Christelle","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,17
24010,Brome--Missisquoi","Brome--Missisquoi"," 2B","Noyan",N,N,"",6,274,"Brassard","","Pierre","Green Party","Parti Vert",N,N,3
24010,Brome--Missisquoi","Brome--Missisquoi"," 2B","Noyan",N,N,"",6,274,"Marler","","David","Independent","Indépendant",N,N,0
24010,Brome--Missisquoi","Brome--Missisquoi"," 2B","Noyan",N,N,"",6,274,"Ouellet","","Christian","Bloc Québécois","Bloc Québécois",Y,Y,65
24010,Brome--Missisquoi","Brome--Missisquoi"," 2B","Noyan",N,N,"",6,274,"Paradis","","Denis","Liberal","Libéral",N,N,46
24010,Brome--Missisquoi","Brome--Missisquoi"," 2B","Noyan",N,N,"",6,274,"Quinlan","","Mark","Conservative","Conservateur",N,N,17
24010,Brome--Missisquoi","Brome--Missisquoi"," 3","Saint-Georges-de-Clarenceville",N,N,"",0,298,"Bogosta","","Christelle","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,30
24010,Brome--Missisquoi","Brome--Missisquoi"," 3","Saint-Georges-de-Clarenceville",N,N,"",0,298,"Brassard","","Pierre","Green Party","Parti Vert",N,N,4
24010,Brome--Missisquoi","Brome--Missisquoi"," 3","Saint-Georges-de-Clarenceville",N,N,"",0,298,"Marler","","David","Independent","Indépendant",N,N,0
24010,Brome--Missisquoi","Brome--Missisquoi"," 3","Saint-Georges-de-Clarenceville",N,N,"",0,298,"Ouellet","","Christian","Bloc Québécois","Bloc Québécois",Y,Y,39
24010,Brome--Missisquoi","Brome--Missisquoi"," 3","Saint-Georges-de-Clarenceville",N,N,"",0,298,"Paradis","","Denis","Liberal","Libéral",N,N,46
24010,Brome--Missisquoi","Brome--Missisquoi"," 3","Saint-Georges-de-Clarenceville",N,N,"",0,298,"Quinlan","","Mark","Conservative","Conservateur",N,N,38
24010,Brome--Missisquoi","Brome--Missisquoi"," 4","Saint-Georges-de-Clarenceville",N,N,"",6,519,"Bogosta","","Christelle","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,18
