Electoral District Number/Numéro de circonscription,Electoral District Name_English/Nom de circonscription_Anglais,Electoral District Name_French/Nom de circonscription_Français,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Void Poll Indicator/Indicateur de bureau supprimé,No Poll Held Indicator/Indicateur de bureau sans scrutin,Merge With/Fusionné avec,Rejected Ballots for Polling Station/Bulletins rejetés du bureau,Electors for Polling Station/Électeurs du bureau,Candidate's Family Name/Nom de famille du candidat,Candidate's Middle Name/Second prénom du candidat,Candidate's First Name/Prénom du candidat,Political Affiliation Name_English/Appartenance politique_Anglais,Political Affiliation Name_French/Appartenance politique_Français,Incumbent Indicator/Indicateur_Candidat sortant,Elected Candidate Indicator/Indicateur du candidat élu,Candidate Poll Votes Count/Votes du candidat pour le bureau
59011,Kelowna--Lake Country","Kelowna--Lake Country"," 1","Carrs",N,N,"",0,448,"Cabott","","Diana","Liberal","Libéral",N,N,49
59011,Kelowna--Lake Country","Kelowna--Lake Country"," 1","Carrs",N,N,"",0,448,"Cannan","","Ron","Conservative","Conservateur",Y,Y,133
59011,Kelowna--Lake Country","Kelowna--Lake Country"," 1","Carrs",N,N,"",0,448,"Haley","","Mark","Communist","Communiste",N,N,0
59011,Kelowna--Lake Country","Kelowna--Lake Country"," 1","Carrs",N,N,"",0,448,"Lakes","","Tish","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,31
59011,Kelowna--Lake Country","Kelowna--Lake Country"," 1","Carrs",N,N,"",0,448,"Reid","","Angela","Green Party","Parti Vert",N,N,39
59011,Kelowna--Lake Country","Kelowna--Lake Country"," 2","Oyama",N,N,"",0,446,"Cabott","","Diana","Liberal","Libéral",N,N,22
59011,Kelowna--Lake Country","Kelowna--Lake Country"," 2","Oyama",N,N,"",0,446,"Cannan","","Ron","Conservative","Conservateur",Y,Y,155
59011,Kelowna--Lake Country","Kelowna--Lake Country"," 2","Oyama",N,N,"",0,446,"Haley","","Mark","Communist","Communiste",N,N,0
59011,Kelowna--Lake Country","Kelowna--Lake Country"," 2","Oyama",N,N,"",0,446,"Lakes","","Tish","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,26
59011,Kelowna--Lake Country","Kelowna--Lake Country"," 2","Oyama",N,N,"",0,446,"Reid","","Angela","Green Party","Parti Vert",N,N,34
59011,Kelowna--Lake Country","Kelowna--Lake Country"," 3","Pixie Beach",N,N,"",0,362,"Cabott","","Diana","Liberal","Libéral",N,N,30
59011,Kelowna--Lake Country","Kelowna--Lake Country"," 3","Pixie Beach",N,N,"",0,362,"Cannan","","Ron","Conservative","Conservateur",Y,Y,102
59011,Kelowna--Lake Country","Kelowna--Lake Country"," 3","Pixie Beach",N,N,"",0,362,"Haley","","Mark","Communist","Communiste",N,N,0
59011,Kelowna--Lake Country","Kelowna--Lake Country"," 3","Pixie Beach",N,N,"",0,362,"Lakes","","Tish","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,10
59011,Kelowna--Lake Country","Kelowna--Lake Country"," 3","Pixie Beach",N,N,"",0,362,"Reid","","Angela","Green Party","Parti Vert",N,N,24
59011,Kelowna--Lake Country","Kelowna--Lake Country"," 4","Okanagan Centre",N,N,"",0,456,"Cabott","","Diana","Liberal","Libéral",N,N,35
59011,Kelowna--Lake Country","Kelowna--Lake Country"," 4","Okanagan Centre",N,N,"",0,456,"Cannan","","Ron","Conservative","Conservateur",Y,Y,158
59011,Kelowna--Lake Country","Kelowna--Lake Country"," 4","Okanagan Centre",N,N,"",0,456,"Haley","","Mark","Communist","Communiste",N,N,1
59011,Kelowna--Lake Country","Kelowna--Lake Country"," 4","Okanagan Centre",N,N,"",0,456,"Lakes","","Tish","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,30
59011,Kelowna--Lake Country","Kelowna--Lake Country"," 4","Okanagan Centre",N,N,"",0,456,"Reid","","Angela","Green Party","Parti Vert",N,N,41
59011,Kelowna--Lake Country","Kelowna--Lake Country"," 4-1","Lake Country",N,N,"",3,133,"Cabott","","Diana","Liberal","Libéral",N,N,5
59011,Kelowna--Lake Country","Kelowna--Lake Country"," 4-1","Lake Country",N,N,"",3,133,"Cannan","","Ron","Conservative","Conservateur",Y,Y,32
59011,Kelowna--Lake Country","Kelowna--Lake Country"," 4-1","Lake Country",N,N,"",3,133,"Haley","","Mark","Communist","Communiste",N,N,0
59011,Kelowna--Lake Country","Kelowna--Lake Country"," 4-1","Lake Country",N,N,"",3,133,"Lakes","","Tish","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,11
59011,Kelowna--Lake Country","Kelowna--Lake Country"," 4-1","Lake Country",N,N,"",3,133,"Reid","","Angela","Green Party","Parti Vert",N,N,17
59011,Kelowna--Lake Country","Kelowna--Lake Country"," 5A","Woodsdale",N,N,"",0,311,"Cabott","","Diana","Liberal","Libéral",N,N,17
59011,Kelowna--Lake Country","Kelowna--Lake Country"," 5A","Woodsdale",N,N,"",0,311,"Cannan","","Ron","Conservative","Conservateur",Y,Y,69
59011,Kelowna--Lake Country","Kelowna--Lake Country"," 5A","Woodsdale",N,N,"",0,311,"Haley","","Mark","Communist","Communiste",N,N,0
59011,Kelowna--Lake Country","Kelowna--Lake Country"," 5A","Woodsdale",N,N,"",0,311,"Lakes","","Tish","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,18
59011,Kelowna--Lake Country","Kelowna--Lake Country"," 5A","Woodsdale",N,N,"",0,311,"Reid","","Angela","Green Party","Parti Vert",N,N,30
59011,Kelowna--Lake Country","Kelowna--Lake Country"," 5B","Woodsdale",N,N,"",0,324,"Cabott","","Diana","Liberal","Libéral",N,N,13
59011,Kelowna--Lake Country","Kelowna--Lake Country"," 5B","Woodsdale",N,N,"",0,324,"Cannan","","Ron","Conservative","Conservateur",Y,Y,81
59011,Kelowna--Lake Country","Kelowna--Lake Country"," 5B","Woodsdale",N,N,"",0,324,"Haley","","Mark","Communist","Communiste",N,N,1
59011,Kelowna--Lake Country","Kelowna--Lake Country"," 5B","Woodsdale",N,N,"",0,324,"Lakes","","Tish","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,22
59011,Kelowna--Lake Country","Kelowna--Lake Country"," 5B","Woodsdale",N,N,"",0,324,"Reid","","Angela","Green Party","Parti Vert",N,N,16
59011,Kelowna--Lake Country","Kelowna--Lake Country"," 5-1","Lake Country",N,N,"",0,219,"Cabott","","Diana","Liberal","Libéral",N,N,17
59011,Kelowna--Lake Country","Kelowna--Lake Country"," 5-1","Lake Country",N,N,"",0,219,"Cannan","","Ron","Conservative","Conservateur",Y,Y,58
59011,Kelowna--Lake Country","Kelowna--Lake Country"," 5-1","Lake Country",N,N,"",0,219,"Haley","","Mark","Communist","Communiste",N,N,0
59011,Kelowna--Lake Country","Kelowna--Lake Country"," 5-1","Lake Country",N,N,"",0,219,"Lakes","","Tish","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,15
59011,Kelowna--Lake Country","Kelowna--Lake Country"," 5-1","Lake Country",N,N,"",0,219,"Reid","","Angela","Green Party","Parti Vert",N,N,22
59011,Kelowna--Lake Country","Kelowna--Lake Country"," 6","Okanagan Centre",N,N,"",0,406,"Cabott","","Diana","Liberal","Libéral",N,N,31
59011,Kelowna--Lake Country","Kelowna--Lake Country"," 6","Okanagan Centre",N,N,"",0,406,"Cannan","","Ron","Conservative","Conservateur",Y,Y,93
59011,Kelowna--Lake Country","Kelowna--Lake Country"," 6","Okanagan Centre",N,N,"",0,406,"Haley","","Mark","Communist","Communiste",N,N,0
59011,Kelowna--Lake Country","Kelowna--Lake Country"," 6","Okanagan Centre",N,N,"",0,406,"Lakes","","Tish","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,23
59011,Kelowna--Lake Country","Kelowna--Lake Country"," 6","Okanagan Centre",N,N,"",0,406,"Reid","","Angela","Green Party","Parti Vert",N,N,59
59011,Kelowna--Lake Country","Kelowna--Lake Country"," 6-1","Lake Country",N,N,"",0,230,"Cabott","","Diana","Liberal","Libéral",N,N,17
59011,Kelowna--Lake Country","Kelowna--Lake Country"," 6-1","Lake Country",N,N,"",0,230,"Cannan","","Ron","Conservative","Conservateur",Y,Y,79
59011,Kelowna--Lake Country","Kelowna--Lake Country"," 6-1","Lake Country",N,N,"",0,230,"Haley","","Mark","Communist","Communiste",N,N,0
59011,Kelowna--Lake Country","Kelowna--Lake Country"," 6-1","Lake Country",N,N,"",0,230,"Lakes","","Tish","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,13
59011,Kelowna--Lake Country","Kelowna--Lake Country"," 6-1","Lake Country",N,N,"",0,230,"Reid","","Angela","Green Party","Parti Vert",N,N,24
59011,Kelowna--Lake Country","Kelowna--Lake Country"," 7","Winfield",N,N,"",1,450,"Cabott","","Diana","Liberal","Libéral",N,N,24
59011,Kelowna--Lake Country","Kelowna--Lake Country"," 7","Winfield",N,N,"",1,450,"Cannan","","Ron","Conservative","Conservateur",Y,Y,137
59011,Kelowna--Lake Country","Kelowna--Lake Country"," 7","Winfield",N,N,"",1,450,"Haley","","Mark","Communist","Communiste",N,N,2
59011,Kelowna--Lake Country","Kelowna--Lake Country"," 7","Winfield",N,N,"",1,450,"Lakes","","Tish","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,36
59011,Kelowna--Lake Country","Kelowna--Lake Country"," 7","Winfield",N,N,"",1,450,"Reid","","Angela","Green Party","Parti Vert",N,N,42
59011,Kelowna--Lake Country","Kelowna--Lake Country"," 8","Winfield",N,N,"",0,425,"Cabott","","Diana","Liberal","Libéral",N,N,34
59011,Kelowna--Lake Country","Kelowna--Lake Country"," 8","Winfield",N,N,"",0,425,"Cannan","","Ron","Conservative","Conservateur",Y,Y,122
59011,Kelowna--Lake Country","Kelowna--Lake Country"," 8","Winfield",N,N,"",0,425,"Haley","","Mark","Communist","Communiste",N,N,0
59011,Kelowna--Lake Country","Kelowna--Lake Country"," 8","Winfield",N,N,"",0,425,"Lakes","","Tish","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,43
59011,Kelowna--Lake Country","Kelowna--Lake Country"," 8","Winfield",N,N,"",0,425,"Reid","","Angela","Green Party","Parti Vert",N,N,46
59011,Kelowna--Lake Country","Kelowna--Lake Country"," 9","Okanagan Centre",N,N,"",0,219,"Cabott","","Diana","Liberal","Libéral",N,N,11
59011,Kelowna--Lake Country","Kelowna--Lake Country"," 9","Okanagan Centre",N,N,"",0,219,"Cannan","","Ron","Conservative","Conservateur",Y,Y,68
59011,Kelowna--Lake Country","Kelowna--Lake Country"," 9","Okanagan Centre",N,N,"",0,219,"Haley","","Mark","Communist","Communiste",N,N,0
