year,district_code,district,party,candidate,incumbent,votes,pct,province_code,province,province_abbr,region,regional_votes,region_pct,natl_votes,natl_pct,pct_lag,region_lag,natl_lag,incumbent_running,pct_change,region_change,natl_change,incumbent_last
2006,10001,Avalon,Conservative,Fabian Manning,N,19132,0.5155205863332615,10,Newfoundland and Labrador,NL,Atlantic,410780,0.3450943889188056,5374071,0.362692402774378,0.2931012537389423,0.300350537626465,0.29620252753954146,Open,0.22241933259431917,0.0447438512923406,0.06648987523483652,Liberal
2008,10001,"Avalon""",Conservative,Fabian Manning,Y,11542,0.35157939626549695,10,Newfoundland and Labrador,NL,Atlantic,318021,0.29636777744436016,5209069,0.37653305618631494,0.5155205863332615,0.3450943889188056,0.362692402774378,Conservative,-0.16394119006776453,-0.04872661147444546,0.013840653411936965,Open
2011,10001,Avalon,Conservative,Fabian Manning,N,14749,0.40510327400571305,10,Newfoundland and Labrador,NL,Atlantic,430348,0.3786711296128623,5835270,0.39631064426873713,0.35157939626549695,0.29636777744436016,0.37653305618631494,Liberal,0.05352387774021611,0.08230335216850215,0.019777588082422193,Conservative
2015,10001,Avalon,Conservative,Lorraine E. Barnett,N,4670,0.11096326569405503,10,Newfoundland and Labrador,NL,Atlantic,249136,0.19026700738199576,5613633,0.3191111168209498,0.40510327400571305,0.3786711296128623,0.39631064426873713,Open,-0.29414000831165804,-0.18840412223086656,-0.07719952744778735,Liberal
2019,10001,Avalon,Conservative,Matthew Chapman,N,12855,0.31100304833793,10,Newfoundland and Labrador,NL,Atlantic,372812,0.2862711010639605,6239227,0.343364052814173,0.11096326569405503,0.19026700738199576,0.3191111168209498,Liberal,0.200039782643875,0.09600409368196472,0.0242529359932232,Open
2006,10001,Avalon,Green,Shannon Hillier,N,297,0.00800280232808795,10,Newfoundland and Labrador,NL,Atlantic,27208,0.022857315676768252,664068,0.04481749841518202,0.01368293769490231,0.030437488687866374,0.043065145951607785,Open,-0.0056801353668143595,-0.0075801730110981215,0.0017523524635742332,Liberal
2008,10001,"Avalon""",Green,Dave Aylward,N,714,0.021749063328154985,10,Newfoundland and Labrador,NL,Atlantic,64279,0.05990241011237002,937613,0.06777454635560008,0.00800280232808795,0.022857315676768252,0.04481749841518202,Conservative,0.013746261000067034,0.037045094435601764,0.022957047940418064,Open
2011,10001,Avalon,Green,Matt Crowder,N,218,0.005987695012085256,10,Newfoundland and Labrador,NL,Atlantic,33974,0.029894348196035262,572095,0.03885464392100505,0.021749063328154985,0.05990241011237002,0.06777454635560008,Liberal,-0.01576136831606973,-0.030008061916334757,-0.02891990243459503,Conservative
2015,10001,Avalon,Green,Krista Byrne-Puumala,N,228,0.005417478496412108,10,Newfoundland and Labrador,NL,Atlantic,46234,0.035309248038417534,602933,0.03427417200201825,0.005987695012085256,0.029894348196035262,0.03885464392100505,Open,-5.702165156731475e-4,0.005414899842382272,-0.004580471918986799,Liberal
2019,10001,Avalon,Green,Greg Malone,N,2215,0.05358784535733294,10,Newfoundland and Labrador,NL,Atlantic,159846,0.12274092684964494,1189607,0.06546777041067907,0.005417478496412108,0.035309248038417534,0.03427417200201825,Liberal,0.048170366860920834,0.0874316788112274,0.031193598408660816,Open
