year,district_code,district,party,candidate,incumbent,pct_lag,province_code,province,province_abbr,region,region_lag,natl_lag,incumbent_last,quebec
2021,10001,Avalon,Conservative,Matthew Chapman,N,0.311003048,10,Newfoundland and Labrador,NL,Atlantic,0.286271101,0.343364053,Liberal,FALSE
2021,10001,Avalon,Green,TBD,N,0.053587845,10,Newfoundland and Labrador,NL,Atlantic,0.122740927,0.06546777,Liberal,FALSE
2021,10001,Avalon,Liberal,Ken McDonald,Y,0.462621571,10,Newfoundland and Labrador,NL,Atlantic,0.408894544,0.331229308,Liberal,FALSE
2021,10001,Avalon,NDP,TBD,N,0.172787536,10,Newfoundland and Labrador,NL,Atlantic,0.158314034,0.159800846,Liberal,FALSE
2021,10001,Avalon,People's,TBD,N,0,10,Newfoundland and Labrador,NL,Atlantic,0.01191811,0.0161848,Liberal,FALSE
2021,10002,Bonavista—Burin—Trinity,Conservative,TBD,N,0.394574101,10,Newfoundland and Labrador,NL,Atlantic,0.286271101,0.343364053,Liberal,FALSE
2021,10002,Bonavista—Burin—Trinity,Green,TBD,N,0.028590074,10,Newfoundland and Labrador,NL,Atlantic,0.122740927,0.06546777,Liberal,FALSE
2021,10002,Bonavista—Burin—Trinity,Liberal,Churence Rogers,Y,0.457037198,10,Newfoundland and Labrador,NL,Atlantic,0.408894544,0.331229308,Liberal,FALSE
2021,10002,Bonavista—Burin—Trinity,NDP,TBD,N,0.119798626,10,Newfoundland and Labrador,NL,Atlantic,0.158314034,0.159800846,Liberal,FALSE
2021,10002,Bonavista—Burin—Trinity,People's,TBD,N,0,10,Newfoundland and Labrador,NL,Atlantic,0.01191811,0.0161848,Liberal,FALSE
2021,10003,Coast of Bays—Central—Notre Dame,Conservative,Clifford Small,N,0.353431631,10,Newfoundland and Labrador,NL,Atlantic,0.286271101,0.343364053,Liberal,FALSE
2021,10003,Coast of Bays—Central—Notre Dame,Green,TBD,N,0.039874788,10,Newfoundland and Labrador,NL,Atlantic,0.122740927,0.06546777,Liberal,FALSE
2021,10003,Coast of Bays—Central—Notre Dame,Liberal,Scott Sims,Y,0.483119771,10,Newfoundland and Labrador,NL,Atlantic,0.408894544,0.331229308,Liberal,FALSE
2021,10003,Coast of Bays—Central—Notre Dame,NDP,Noel Joe,N,0.123573811,10,Newfoundland and Labrador,NL,Atlantic,0.158314034,0.159800846,Liberal,FALSE
2021,10003,Coast of Bays—Central—Notre Dame,People's,TBD,N,0,10,Newfoundland and Labrador,NL,Atlantic,0.01191811,0.0161848,Liberal,FALSE
2021,10004,Labrador,Conservative,TBD,N,0.31071022,10,Newfoundland and Labrador,NL,Atlantic,0.286271101,0.343364053,Liberal,FALSE
2021,10004,Labrador,Green,TBD,N,0.019616429,10,Newfoundland and Labrador,NL,Atlantic,0.122740927,0.06546777,Liberal,FALSE
2021,10004,Labrador,Liberal,Yvonne Jones,Y,0.424818285,10,Newfoundland and Labrador,NL,Atlantic,0.408894544,0.331229308,Liberal,FALSE
2021,10004,Labrador,NDP,TBD,N,0.244855066,10,Newfoundland and Labrador,NL,Atlantic,0.158314034,0.159800846,Liberal,FALSE
2021,10004,Labrador,People's,TBD,N,0,10,Newfoundland and Labrador,NL,Atlantic,0.01191811,0.0161848,Liberal,FALSE
2021,10005,Long Range Mountains,Conservative,Carol Anstey,N,0.282959455,10,Newfoundland and Labrador,NL,Atlantic,0.286271101,0.343364053,Liberal,FALSE
2021,10005,Long Range Mountains,Green,TBD,N,0.034716078,10,Newfoundland and Labrador,NL,Atlantic,0.122740927,0.06546777,Liberal,FALSE
2021,10005,Long Range Mountains,Liberal,Gudie Hutchings,Y,0.473611617,10,Newfoundland and Labrador,NL,Atlantic,0.408894544,0.331229308,Liberal,FALSE
2021,10005,Long Range Mountains,NDP,TBD,N,0.198016968,10,Newfoundland and Labrador,NL,Atlantic,0.158314034,0.159800846,Liberal,FALSE
2021,10005,Long Range Mountains,People's,TBD,N,0,10,Newfoundland and Labrador,NL,Atlantic,0.01191811,0.0161848,Liberal,FALSE
2021,10006,St. John's East,Conservative,Glenn Etchegary,N,0.180622116,10,Newfoundland and Labrador,NL,Atlantic,0.286271101,0.343364053,Liberal,FALSE
2021,10006,St. John's East,Green,TBD,N,0.0182153,10,Newfoundland and Labrador,NL,Atlantic,0.122740927,0.06546777,Liberal,FALSE
2021,10006,St. John's East,Liberal,Joanne Thompson,N,0.331957756,10,Newfoundland and Labrador,NL,Atlantic,0.408894544,0.331229308,Liberal,FALSE
2021,10006,St. John's East,NDP,TBD,N,0.469204828,10,Newfoundland and Labrador,NL,Atlantic,0.158314034,0.159800846,Liberal,FALSE
2021,10006,St. John's East,People's,TBD,N,0,10,Newfoundland and Labrador,NL,Atlantic,0.01191811,0.0161848,Liberal,FALSE
2021,10007,St. John's South—Mount Pearl,Conservative,TBD,N,0.190994934,10,Newfoundland and Labrador,NL,Atlantic,0.286271101,0.343364053,Liberal,FALSE
2021,10007,St. John's South—Mount Pearl,Green,TBD,N,0.01819702,10,Newfoundland and Labrador,NL,Atlantic,0.122740927,0.06546777,Liberal,FALSE
2021,10007,St. John's South—Mount Pearl,Liberal,Seamus O'Regan,Y,0.511311661,10,Newfoundland and Labrador,NL,Atlantic,0.408894544,0.331229308,Liberal,FALSE
2021,10007,St. John's South—Mount Pearl,NDP,TBD,N,0.267791275,10,Newfoundland and Labrador,NL,Atlantic,0.158314034,0.159800846,Liberal,FALSE
2021,10007,St. John's South—Mount Pearl,People's,TBD,N,0.00823784,10,Newfoundland and Labrador,NL,Atlantic,0.011918108,0.016184797,Liberal,FALSE
2021,11001,Cardigan,Conservative,Wayne Phelan,N,0.290476835,11,Prince Edward Island,PE,Atlantic,0.286271101,0.343364053,Liberal,FALSE
2021,11001,Cardigan,Green,TBD,N,0.138403934,11,Prince Edward Island,PE,Atlantic,0.122740927,0.06546777,Liberal,FALSE
2021,11001,Cardigan,Liberal,Lawrence MacAulay,Y,0.493481301,11,Prince Edward Island,PE,Atlantic,0.408894544,0.331229308,Liberal,FALSE
2021,11001,Cardigan,NDP,TBD,N,0.066811025,11,Prince Edward Island,PE,Atlantic,0.158314034,0.159800846,Liberal,FALSE
2021,11001,Cardigan,People's,TBD,N,0,11,Prince Edward Island,PE,Atlantic,0.01191811,0.0161848,Liberal,FALSE
2021,11002,Charlottetown,Conservative,Doug Currie,N,0.202913109,11,Prince Edward Island,PE,Atlantic,0.286271101,0.343364053,Liberal,FALSE
2021,11002,Charlottetown,Green,TBD,N,0.233450527,11,Prince Edward Island,PE,Atlantic,0.122740927,0.06546777,Liberal,FALSE
2021,11002,Charlottetown,Liberal,Sean Casey,Y,0.442591662,11,Prince Edward Island,PE,Atlantic,0.408894544,0.331229308,Liberal,FALSE
2021,11002,Charlottetown,NDP,TBD,N,0.112405826,11,Prince Edward Island,PE,Atlantic,0.158314034,0.159800846,Liberal,FALSE
2021,11002,Charlottetown,People's,TBD,N,0,11,Prince Edward Island,PE,Atlantic,0.01191811,0.0161848,Liberal,FALSE
2021,11003,Egmont,Conservative,TBD,N,0.34364159,11,Prince Edward Island,PE,Atlantic,0.286271101,0.343364053,Liberal,FALSE
2021,11003,Egmont,Green,TBD,N,0.198136584,11,Prince Edward Island,PE,Atlantic,0.122740927,0.06546777,Liberal,FALSE
2021,11003,Egmont,Liberal,Bobby Morrissey,Y,0.397264347,11,Prince Edward Island,PE,Atlantic,0.408894544,0.331229308,Liberal,FALSE
2021,11003,Egmont,NDP,TBD,N,0.060957478,11,Prince Edward Island,PE,Atlantic,0.158314034,0.159800846,Liberal,FALSE
2021,11003,Egmont,People's,TBD,N,0,11,Prince Edward Island,PE,Atlantic,0.01191811,0.0161848,Liberal,FALSE
2021,11004,Malpeque,Conservative,Jody Sanderson,N,0.256434741,11,Prince Edward Island,PE,Atlantic,0.286271101,0.343364053,Liberal,FALSE
