Electoral District Number/Numéro de circonscription,Electoral District Name_English/Nom de circonscription_Anglais,Electoral District Name_French/Nom de circonscription_Français,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Void Poll Indicator/Indicateur de bureau supprimé,No Poll Held Indicator/Indicateur de bureau sans scrutin,Merge With/Fusionné avec,Rejected Ballots for Polling Station/Bulletins rejetés du bureau,Electors for Polling Station/Électeurs du bureau,Candidate's Family Name/Nom de famille du candidat,Candidate's Middle Name/Second prénom du candidat,Candidate's First Name/Prénom du candidat,Political Affiliation Name_English/Appartenance politique_Anglais,Political Affiliation Name_French/Appartenance politique_Français,Incumbent Indicator/Indicateur_Candidat sortant,Elected Candidate Indicator/Indicateur du candidat élu,Candidate Poll Votes Count/Votes du candidat pour le bureau
48021,"Medicine Hat","Medicine Hat"," 1","Gem",N,N,"",0,228,"Boucher","","Norm","Liberal","Libéral",N,N,1
48021,"Medicine Hat","Medicine Hat"," 1","Gem",N,N,"",0,228,"Murray","","Graham","Green Party","Parti Vert",N,N,3
48021,"Medicine Hat","Medicine Hat"," 1","Gem",N,N,"",0,228,"Payne","","LaVar","Conservative","Conservateur",Y,Y,134
48021,"Medicine Hat","Medicine Hat"," 1","Gem",N,N,"",0,228,"Perrier","","Dennis","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,9
48021,"Medicine Hat","Medicine Hat"," 1","Gem",N,N,"",0,228,"VandeStroet","","Frans","CHP Canada","PHC Canada",N,N,2
48021,"Medicine Hat","Medicine Hat"," 2","Bassano",N,N,"",0,407,"Boucher","","Norm","Liberal","Libéral",N,N,4
48021,"Medicine Hat","Medicine Hat"," 2","Bassano",N,N,"",0,407,"Murray","","Graham","Green Party","Parti Vert",N,N,4
48021,"Medicine Hat","Medicine Hat"," 2","Bassano",N,N,"",0,407,"Payne","","LaVar","Conservative","Conservateur",Y,Y,137
48021,"Medicine Hat","Medicine Hat"," 2","Bassano",N,N,"",0,407,"Perrier","","Dennis","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,8
48021,"Medicine Hat","Medicine Hat"," 2","Bassano",N,N,"",0,407,"VandeStroet","","Frans","CHP Canada","PHC Canada",N,N,1
