Electoral District Number/Numéro de circonscription,Electoral District Name_English/Nom de circonscription_Anglais,Electoral District Name_French/Nom de circonscription_Français,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Void Poll Indicator/Indicateur de bureau supprimé,No Poll Held Indicator/Indicateur de bureau sans scrutin,Merge With/Fusionné avec,Rejected Ballots for Polling Station/Bulletins rejetés du bureau,Electors for Polling Station/Électeurs du bureau,Candidate’s Family Name/Nom de famille du candidat,Candidate’s Middle Name/Second prénom du candidat,Candidate’s First Name/Prénom du candidat,Political Affiliation Name_English/Appartenance politique_Anglais,Political Affiliation Name_French/Appartenance politique_Français,Incumbent Indicator/Indicateur_Candidat sortant,Elected Candidate Indicator/Indicateur du candidat élu,Candidate Poll Votes Count/Votes du candidat pour le bureau
24017,"Brossard--Saint-Lambert","Brossard--Saint-Lambert"," 1","Saint-Lambert",N,N,"",1,414,"Audet","","Marc","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,25
24017,"Brossard--Saint-Lambert","Brossard--Saint-Lambert"," 1","Saint-Lambert",N,N,"",1,414,"De Luca","","Grégory","Green Party","Parti Vert",N,N,17
24017,"Brossard--Saint-Lambert","Brossard--Saint-Lambert"," 1","Saint-Lambert",N,N,"",1,414,"Diotte","","Marie-Claude","Bloc Québécois","Bloc Québécois",N,N,66
24017,"Brossard--Saint-Lambert","Brossard--Saint-Lambert"," 1","Saint-Lambert",N,N,"",1,414,"Hoa","","Glenn","Conservative","Conservateur",N,N,5
24017,"Brossard--Saint-Lambert","Brossard--Saint-Lambert"," 1","Saint-Lambert",N,N,"",1,414,"Mendès","","Alexandra","Liberal","Libéral",Y,Y,109
24017,"Brossard--Saint-Lambert","Brossard--Saint-Lambert"," 1","Saint-Lambert",N,N,"",1,414,"Nassif","","Sam","People's Party","Parti populaire",N,N,0
24017,"Brossard--Saint-Lambert","Brossard--Saint-Lambert"," 2","Saint-Lambert",N,N,"",1,361,"Audet","","Marc","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,21
24017,"Brossard--Saint-Lambert","Brossard--Saint-Lambert"," 2","Saint-Lambert",N,N,"",1,361,"De Luca","","Grégory","Green Party","Parti Vert",N,N,17
24017,"Brossard--Saint-Lambert","Brossard--Saint-Lambert"," 2","Saint-Lambert",N,N,"",1,361,"Diotte","","Marie-Claude","Bloc Québécois","Bloc Québécois",N,N,57
24017,"Brossard--Saint-Lambert","Brossard--Saint-Lambert"," 2","Saint-Lambert",N,N,"",1,361,"Hoa","","Glenn","Conservative","Conservateur",N,N,9
24017,"Brossard--Saint-Lambert","Brossard--Saint-Lambert"," 2","Saint-Lambert",N,N,"",1,361,"Mendès","","Alexandra","Liberal","Libéral",Y,Y,103
24017,"Brossard--Saint-Lambert","Brossard--Saint-Lambert"," 2","Saint-Lambert",N,N,"",1,361,"Nassif","","Sam","People's Party","Parti populaire",N,N,1
24017,"Brossard--Saint-Lambert","Brossard--Saint-Lambert"," 3","Saint-Lambert",N,N,"",1,322,"Audet","","Marc","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,31
24017,"Brossard--Saint-Lambert","Brossard--Saint-Lambert"," 3","Saint-Lambert",N,N,"",1,322,"De Luca","","Grégory","Green Party","Parti Vert",N,N,21
24017,"Brossard--Saint-Lambert","Brossard--Saint-Lambert"," 3","Saint-Lambert",N,N,"",1,322,"Diotte","","Marie-Claude","Bloc Québécois","Bloc Québécois",N,N,45
24017,"Brossard--Saint-Lambert","Brossard--Saint-Lambert"," 3","Saint-Lambert",N,N,"",1,322,"Hoa","","Glenn","Conservative","Conservateur",N,N,7
