Electoral District Number/Numéro de circonscription,Electoral District Name_English/Nom de circonscription_Anglais,Electoral District Name_French/Nom de circonscription_Français,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Void Poll Indicator/Indicateur de bureau supprimé,No Poll Held Indicator/Indicateur de bureau sans scrutin,Merge With/Fusionné avec,Rejected Ballots for Polling Station/Bulletins rejetés du bureau,Electors for Polling Station/Électeurs du bureau,Candidate's Family Name/Nom de famille du candidat,Candidate's Middle Name/Second prénom du candidat,Candidate's First Name/Prénom du candidat,Political Affiliation Name_English/Appartenance politique_Anglais,Political Affiliation Name_French/Appartenance politique_Français,Incumbent Indicator/Indicateur_Candidat sortant,Elected Candidate Indicator/Indicateur du candidat élu,Candidate Poll Votes Count/Votes du candidat pour le bureau
11002,"Charlottetown","Charlottetown"," 1A","Charlottetown",N,N,"",0,264,"Chisholm","","Andrew J.","Marijuana Party","Parti Marijuana",N,N,1
11002,"Charlottetown","Charlottetown"," 1A","Charlottetown",N,N,"",0,264,"Daughton","","David Lobie","Green Party","Parti Vert",N,N,3
11002,"Charlottetown","Charlottetown"," 1A","Charlottetown",N,N,"",0,264,"DeBlois","","Tom","Conservative","Conservateur",N,N,57
11002,"Charlottetown","Charlottetown"," 1A","Charlottetown",N,N,"",0,264,"Judson","","Baird","Christian Heritage Party","Parti de l'Héritage Chrétien",N,N,2
11002,"Charlottetown","Charlottetown"," 1A","Charlottetown",N,N,"",0,264,"Murphy","","Shawn","Liberal","Libéral",Y,Y,72
11002,"Charlottetown","Charlottetown"," 1A","Charlottetown",N,N,"",0,264,"Pollard","","Brian","N.D.P.","N.P.D.",N,N,16
11002,"Charlottetown","Charlottetown"," 1B","Charlottetown",N,N,"",0,284,"Chisholm","","Andrew J.","Marijuana Party","Parti Marijuana",N,N,2
11002,"Charlottetown","Charlottetown"," 1B","Charlottetown",N,N,"",0,284,"Daughton","","David Lobie","Green Party","Parti Vert",N,N,4
11002,"Charlottetown","Charlottetown"," 1B","Charlottetown",N,N,"",0,284,"DeBlois","","Tom","Conservative","Conservateur",N,N,71
11002,"Charlottetown","Charlottetown"," 1B","Charlottetown",N,N,"",0,284,"Judson","","Baird","Christian Heritage Party","Parti de l'Héritage Chrétien",N,N,0
