Electoral District Number/Numéro de circonscription,Electoral District Name_English/Nom de circonscription_Anglais,Electoral District Name_French/Nom de circonscription_Français,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Void Poll Indicator/Indicateur de bureau supprimé,No Poll Held Indicator/Indicateur de bureau sans scrutin,Merge With/Fusionné avec,Rejected Ballots for Polling Station/Bulletins rejetés du bureau,Electors for Polling Station/Électeurs du bureau,Candidate's Family Name/Nom de famille du candidat,Candidate's Middle Name/Second prénom du candidat,Candidate's First Name/Prénom du candidat,Political Affiliation Name_English/Appartenance politique_Anglais,Political Affiliation Name_French/Appartenance politique_Français,Incumbent Indicator/Indicateur_Candidat sortant,Elected Candidate Indicator/Indicateur du candidat élu,Candidate Poll Votes Count/Votes du candidat pour le bureau
35044,"London West","London-Ouest"," 1A","London",N,N,"",0,391,"Barber","","Gina","N.D.P.","N.P.D.",N,N,36
35044,"London West","London-Ouest"," 1A","London",N,N,"",0,391,"Barnes","","Sue","Liberal","Libéral",Y,Y,80
35044,"London West","London-Ouest"," 1A","London",N,N,"",0,391,"Gretzky","","Al","Conservative","Conservateur",N,N,107
35044,"London West","London-Ouest"," 1A","London",N,N,"",0,391,"Hunter","","Steve","PC Party","Parti PC",N,N,4
35044,"London West","London-Ouest"," 1A","London",N,N,"",0,391,"Jarabek","","Monica","Green Party","Parti Vert",N,N,7
35044,"London West","London-Ouest"," 1A","London",N,N,"",0,391,"Villamizar","","Margaret","Marxist-Leninist","Marxiste-Léniniste",N,N,0
35044,"London West","London-Ouest"," 1B","London",N,N,"",2,381,"Barber","","Gina","N.D.P.","N.P.D.",N,N,40
35044,"London West","London-Ouest"," 1B","London",N,N,"",2,381,"Barnes","","Sue","Liberal","Libéral",Y,Y,74
35044,"London West","London-Ouest"," 1B","London",N,N,"",2,381,"Gretzky","","Al","Conservative","Conservateur",N,N,106
35044,"London West","London-Ouest"," 1B","London",N,N,"",2,381,"Hunter","","Steve","PC Party","Parti PC",N,N,4
35044,"London West","London-Ouest"," 1B","London",N,N,"",2,381,"Jarabek","","Monica","Green Party","Parti Vert",N,N,8
35044,"London West","London-Ouest"," 1B","London",N,N,"",2,381,"Villamizar","","Margaret","Marxist-Leninist","Marxiste-Léniniste",N,N,0
35044,"London West","London-Ouest"," 2","London",N,N,"",0,427,"Barber","","Gina","N.D.P.","N.P.D.",N,N,26
35044,"London West","London-Ouest"," 2","London",N,N,"",0,427,"Barnes","","Sue","Liberal","Libéral",Y,Y,120
35044,"London West","London-Ouest"," 2","London",N,N,"",0,427,"Gretzky","","Al","Conservative","Conservateur",N,N,123
35044,"London West","London-Ouest"," 2","London",N,N,"",0,427,"Hunter","","Steve","PC Party","Parti PC",N,N,1
